case,activity,timestamp
Case1401,Quality Check,2025-11-06 08:42:00
Case1401,Quality Check,2025-11-07 04:46:00
Case1401,Submit Request,2025-11-04 14:03:00
Case1402,Quality Check,2025-11-07 02:35:00
Case1402,Quality Check,2025-11-04 10:28:00
Case1402,Quality Check,2025-11-05 13:37:00
Case1403,Submit Request,2025-11-04 23:10:00
Case1403,Submit Request,2025-11-04 17:23:00
Case1403,Quality Check,2025-11-07 05:54:00
Case1404,Submit Request,2025-11-06 16:59:00
Case1404,Quality Check,2025-11-06 13:20:00
Case1404,Submit Request,2025-11-06 16:59:00
Case1405,Quality Check,2025-11-04 12:40:00
Case1405,Submit Request,2025-11-04 16:05:00
Case1405,Quality Check,2025-11-06 12:20:00
Case1406,Submit Request,2025-11-06 09:27:00
Case1406,Quality Check,2025-11-04 16:57:00
Case1406,Submit Request,2025-11-06 03:08:00
Case1407,Submit Request,2025-11-05 01:36:00
Case1407,Quality Check,2025-11-06 17:31:00
Case1407,Quality Check,2025-11-04 21:42:00
Case1408,Submit Request,2025-11-06 01:17:00
Case1408,Submit Request,2025-11-06 16:58:00
Case1408,Quality Check,2025-11-06 03:03:00
Case1409,Submit Request,2025-11-06 02:27:00
Case1409,Quality Check,2025-11-04 20:10:00
Case1409,Quality Check,2025-11-07 06:16:00
Case1410,Submit Request,2025-11-05 00:36:00
Case1410,Quality Check,2025-11-05 04:15:00
Case1410,Quality Check,2025-11-04 18:12:00
Case1411,Quality Check,2025-11-05 04:54:00
Case1411,Submit Request,2025-11-06 12:00:00
Case1411,Quality Check,2025-11-04 16:58:00
Case1412,Quality Check,2025-11-04 21:28:00
Case1412,Quality Check,2025-11-06 19:35:00
Case1412,Quality Check,2025-11-04 08:13:00
Case1413,Submit Request,2025-11-06 07:48:00
Case1413,Quality Check,2025-11-05 06:13:00
Case1413,Submit Request,2025-11-04 00:53:00
Case1414,Quality Check,2025-11-06 23:41:00
Case1414,Submit Request,2025-11-05 00:58:00
Case1414,Quality Check,2025-11-05 20:38:00
Case1415,Quality Check,2025-11-05 20:36:00
Case1415,Submit Request,2025-11-05 19:44:00
Case1415,Submit Request,2025-11-05 08:59:00
Case1416,Quality Check,2025-11-06 19:48:00
Case1416,Quality Check,2025-11-07 10:45:00
Case1416,Submit Request,2025-11-07 07:08:00
Case1417,Submit Request,2025-11-04 08:50:00
Case1417,Submit Request,2025-11-04 21:17:00
Case1417,Submit Request,2025-11-06 19:34:00
Case1418,Submit Request,2025-11-06 15:43:00
Case1418,Quality Check,2025-11-04 19:57:00
Case1418,Submit Request,2025-11-04 01:58:00
Case1419,Quality Check,2025-11-06 09:50:00
Case1419,Submit Request,2025-11-05 22:29:00
Case1419,Submit Request,2025-11-05 01:40:00
Case1420,Submit Request,2025-11-04 20:23:00
Case1420,Submit Request,2025-11-06 02:34:00
Case1420,Quality Check,2025-11-06 12:57:00
Case1421,Quality Check,2025-11-05 20:36:00
Case1421,Submit Request,2025-11-06 15:55:00
Case1421,Quality Check,2025-11-06 15:12:00
Case1422,Submit Request,2025-11-06 13:12:00
Case1422,Submit Request,2025-11-05 10:10:00
Case1422,Quality Check,2025-11-07 09:30:00
Case1423,Quality Check,2025-11-06 13:08:00
Case1423,Quality Check,2025-11-06 12:32:00
Case1423,Submit Request,2025-11-04 13:36:00
Case1424,Submit Request,2025-11-06 09:43:00
Case1424,Quality Check,2025-11-05 20:10:00
Case1424,Quality Check,2025-11-06 06:43:00
Case1425,Submit Request,2025-11-06 18:25:00
Case1425,Quality Check,2025-11-05 15:59:00
Case1425,Quality Check,2025-11-04 04:17:00
Case1426,Quality Check,2025-11-04 04:52:00
Case1426,Quality Check,2025-11-06 13:00:00
Case1426,Quality Check,2025-11-07 04:57:00
Case1427,Quality Check,2025-11-05 05:52:00
Case1427,Quality Check,2025-11-06 15:28:00
Case1427,Quality Check,2025-11-04 14:53:00
Case1428,Submit Request,2025-11-06 18:27:00
Case1428,Quality Check,2025-11-04 18:08:00
Case1428,Submit Request,2025-11-04 09:59:00
Case1429,Submit Request,2025-11-04 03:02:00
Case1429,Submit Request,2025-11-06 09:45:00
Case1429,Submit Request,2025-11-06 21:26:00
Case1430,Quality Check,2025-11-06 13:59:00
Case1430,Quality Check,2025-11-06 16:19:00
Case1430,Submit Request,2025-11-07 07:55:00
Case1431,Quality Check,2025-11-06 08:10:00
Case1431,Submit Request,2025-11-06 15:38:00
Case1431,Quality Check,2025-11-06 15:33:00
Case1432,Submit Request,2025-11-04 23:30:00
Case1432,Submit Request,2025-11-04 21:37:00
Case1432,Quality Check,2025-11-05 12:54:00
Case1433,Submit Request,2025-11-07 03:50:00
Case1433,Quality Check,2025-11-06 03:47:00
Case1433,Submit Request,2025-11-04 01:14:00
Case1434,Quality Check,2025-11-06 06:57:00
Case1434,Submit Request,2025-11-05 06:13:00
Case1434,Submit Request,2025-11-04 07:24:00
Case1435,Submit Request,2025-11-06 04:31:00
Case1435,Quality Check,2025-11-07 06:59:00
Case1435,Quality Check,2025-11-07 07:39:00
Case1436,Quality Check,2025-11-04 01:35:00
Case1436,Submit Request,2025-11-06 06:37:00
Case1436,Quality Check,2025-11-05 20:11:00
Case1437,Quality Check,2025-11-06 20:31:00
Case1437,Quality Check,2025-11-05 19:16:00
Case1437,Quality Check,2025-11-05 04:30:00
Case1438,Submit Request,2025-11-06 10:06:00
Case1438,Submit Request,2025-11-06 12:00:00
Case1438,Quality Check,2025-11-04 01:39:00
Case1439,Submit Request,2025-11-06 07:56:00
Case1439,Submit Request,2025-11-07 03:01:00
Case1439,Submit Request,2025-11-04 18:34:00
Case1440,Quality Check,2025-11-05 18:32:00
Case1440,Quality Check,2025-11-05 10:50:00
Case1440,Quality Check,2025-11-04 20:04:00
Case1441,Submit Request,2025-11-07 10:57:00
Case1441,Quality Check,2025-11-06 04:13:00
Case1441,Quality Check,2025-11-05 09:33:00
Case1442,Quality Check,2025-11-06 12:27:00
Case1442,Quality Check,2025-11-05 02:46:00
Case1442,Submit Request,2025-11-05 00:51:00
Case1443,Submit Request,2025-11-07 04:38:00
Case1443,Quality Check,2025-11-04 17:56:00
Case1443,Quality Check,2025-11-06 13:13:00
Case1444,Quality Check,2025-11-05 13:57:00
Case1444,Quality Check,2025-11-06 14:55:00
Case1444,Quality Check,2025-11-06 06:33:00
Case1445,Submit Request,2025-11-05 03:13:00
Case1445,Quality Check,2025-11-04 22:13:00
Case1445,Quality Check,2025-11-06 00:36:00
Case1446,Submit Request,2025-11-04 23:11:00
Case1446,Quality Check,2025-11-06 22:03:00
Case1446,Quality Check,2025-11-06 20:17:00
Case1447,Submit Request,2025-11-04 02:00:00
Case1447,Submit Request,2025-11-05 09:49:00
Case1447,Submit Request,2025-11-05 07:20:00
Case1448,Submit Request,2025-11-07 10:15:00
Case1448,Submit Request,2025-11-05 23:06:00
Case1448,Submit Request,2025-11-06 05:05:00
Case1449,Quality Check,2025-11-06 09:59:00
Case1449,Submit Request,2025-11-05 17:50:00
Case1449,Submit Request,2025-11-06 17:22:00
Case1450,Quality Check,2025-11-06 05:28:00
Case1450,Submit Request,2025-11-07 01:38:00
Case1450,Submit Request,2025-11-05 07:57:00
Case1451,Quality Check,2025-11-06 18:26:00
Case1451,Submit Request,2025-11-04 18:06:00
Case1451,Quality Check,2025-11-04 03:13:00
Case1452,Quality Check,2025-11-06 08:39:00
Case1452,Quality Check,2025-11-05 21:16:00
Case1452,Quality Check,2025-11-07 11:16:00
Case1453,Quality Check,2025-11-04 07:20:00
Case1453,Quality Check,2025-11-05 11:52:00
Case1453,Quality Check,2025-11-05 05:57:00
Case1454,Quality Check,2025-11-07 07:50:00
Case1454,Quality Check,2025-11-06 16:53:00
Case1454,Quality Check,2025-11-04 01:00:00
Case1455,Quality Check,2025-11-06 11:15:00
Case1455,Submit Request,2025-11-04 03:07:00
Case1455,Quality Check,2025-11-07 07:59:00
Case1456,Quality Check,2025-11-07 00:45:00
Case1456,Quality Check,2025-11-04 11:08:00
Case1456,Quality Check,2025-11-04 15:41:00
Case1457,Quality Check,2025-11-04 10:00:00
Case1457,Submit Request,2025-11-05 08:30:00
Case1457,Submit Request,2025-11-04 20:48:00
Case1458,Quality Check,2025-11-06 04:45:00
Case1458,Quality Check,2025-11-06 02:28:00
Case1458,Quality Check,2025-11-07 06:38:00
Case1459,Quality Check,2025-11-06 15:10:00
Case1459,Quality Check,2025-11-07 09:38:00
Case1459,Submit Request,2025-11-05 17:15:00
Case1460,Quality Check,2025-11-05 15:59:00
Case1460,Submit Request,2025-11-04 14:03:00
Case1460,Submit Request,2025-11-06 07:47:00
Case1461,Submit Request,2025-11-04 23:34:00
Case1461,Submit Request,2025-11-04 15:06:00
Case1461,Submit Request,2025-11-06 11:39:00
Case1462,Quality Check,2025-11-04 21:51:00
Case1462,Submit Request,2025-11-04 08:48:00
Case1462,Quality Check,2025-11-05 22:36:00
Case1463,Submit Request,2025-11-06 00:20:00
Case1463,Submit Request,2025-11-06 13:42:00
Case1463,Quality Check,2025-11-06 18:27:00
Case1464,Submit Request,2025-11-05 07:09:00
Case1464,Quality Check,2025-11-05 02:13:00
Case1464,Quality Check,2025-11-05 00:11:00
Case1465,Submit Request,2025-11-05 22:49:00
Case1465,Submit Request,2025-11-04 22:18:00
Case1465,Submit Request,2025-11-06 01:59:00
Case1466,Quality Check,2025-11-05 01:48:00
Case1466,Submit Request,2025-11-05 00:45:00
Case1466,Quality Check,2025-11-05 21:16:00
Case1467,Quality Check,2025-11-04 08:33:00
Case1467,Quality Check,2025-11-05 20:47:00
Case1467,Submit Request,2025-11-07 03:39:00
Case1468,Submit Request,2025-11-07 00:04:00
Case1468,Submit Request,2025-11-07 01:20:00
Case1468,Submit Request,2025-11-06 00:08:00
Case1469,Submit Request,2025-11-04 14:54:00
Case1469,Quality Check,2025-11-07 06:14:00
Case1469,Submit Request,2025-11-07 09:22:00
Case1470,Submit Request,2025-11-06 15:04:00
Case1470,Quality Check,2025-11-05 14:07:00
Case1470,Submit Request,2025-11-05 22:03:00
Case1471,Submit Request,2025-11-07 07:35:00
Case1471,Submit Request,2025-11-07 07:05:00
Case1471,Quality Check,2025-11-04 17:29:00
Case1472,Submit Request,2025-11-06 02:52:00
Case1472,Quality Check,2025-11-04 07:14:00
Case1472,Submit Request,2025-11-06 05:36:00
Case1473,Quality Check,2025-11-06 05:11:00
Case1473,Quality Check,2025-11-05 08:20:00
Case1473,Quality Check,2025-11-04 08:25:00
Case1474,Quality Check,2025-11-04 22:26:00
Case1474,Quality Check,2025-11-04 11:56:00
Case1474,Quality Check,2025-11-04 14:11:00
Case1475,Quality Check,2025-11-04 23:16:00
Case1475,Quality Check,2025-11-05 20:29:00
Case1475,Quality Check,2025-11-04 14:39:00
Case1476,Submit Request,2025-11-06 09:51:00
Case1476,Submit Request,2025-11-07 11:16:00
Case1476,Submit Request,2025-11-05 16:43:00
Case1477,Quality Check,2025-11-05 04:01:00
Case1477,Submit Request,2025-11-07 01:38:00
Case1477,Submit Request,2025-11-06 17:42:00
Case1478,Submit Request,2025-11-05 19:07:00
Case1478,Quality Check,2025-11-04 17:36:00
Case1478,Submit Request,2025-11-05 22:06:00
Case1479,Quality Check,2025-11-06 13:05:00
Case1479,Submit Request,2025-11-04 04:39:00
Case1479,Submit Request,2025-11-04 10:53:00
Case1480,Submit Request,2025-11-06 13:12:00
Case1480,Quality Check,2025-11-05 07:37:00
Case1480,Submit Request,2025-11-05 16:35:00
Case1481,Quality Check,2025-11-04 08:41:00
Case1481,Submit Request,2025-11-05 10:01:00
Case1481,Submit Request,2025-11-05 10:36:00
Case1482,Quality Check,2025-11-05 00:40:00
Case1482,Quality Check,2025-11-06 03:00:00
Case1482,Quality Check,2025-11-05 08:09:00
Case1483,Quality Check,2025-11-04 13:52:00
Case1483,Quality Check,2025-11-04 13:14:00
Case1483,Quality Check,2025-11-06 16:55:00
Case1484,Submit Request,2025-11-05 01:05:00
Case1484,Quality Check,2025-11-05 08:53:00
Case1484,Quality Check,2025-11-04 15:44:00
Case1485,Submit Request,2025-11-05 13:07:00
Case1485,Quality Check,2025-11-06 23:39:00
Case1485,Quality Check,2025-11-04 20:20:00
Case1486,Submit Request,2025-11-07 07:26:00
Case1486,Quality Check,2025-11-06 17:48:00
Case1486,Submit Request,2025-11-07 00:11:00
Case1487,Submit Request,2025-11-05 02:52:00
Case1487,Submit Request,2025-11-04 01:17:00
Case1487,Submit Request,2025-11-05 10:02:00
Case1488,Submit Request,2025-11-06 14:59:00
Case1488,Quality Check,2025-11-05 10:26:00
Case1488,Quality Check,2025-11-06 12:02:00
Case1489,Submit Request,2025-11-05 00:50:00
Case1489,Quality Check,2025-11-05 15:36:00
Case1489,Quality Check,2025-11-04 01:30:00
Case1490,Submit Request,2025-11-07 03:47:00
Case1490,Quality Check,2025-11-07 09:13:00
Case1490,Submit Request,2025-11-04 09:25:00
Case1491,Submit Request,2025-11-06 13:52:00
Case1491,Quality Check,2025-11-06 10:54:00
Case1491,Quality Check,2025-11-04 23:24:00
Case1492,Quality Check,2025-11-04 14:56:00
Case1492,Quality Check,2025-11-07 09:28:00
Case1492,Quality Check,2025-11-04 07:43:00
Case1493,Submit Request,2025-11-04 03:20:00
Case1493,Submit Request,2025-11-04 12:30:00
Case1493,Quality Check,2025-11-07 07:41:00
Case1494,Submit Request,2025-11-04 01:03:00
Case1494,Quality Check,2025-11-04 07:16:00
Case1494,Quality Check,2025-11-04 20:41:00
Case1495,Submit Request,2025-11-05 02:17:00
Case1495,Quality Check,2025-11-04 16:19:00
Case1495,Quality Check,2025-11-05 07:33:00
Case1496,Quality Check,2025-11-06 23:20:00
Case1496,Quality Check,2025-11-06 13:23:00
Case1496,Quality Check,2025-11-04 10:15:00
Case1497,Quality Check,2025-11-07 03:25:00
Case1497,Submit Request,2025-11-07 10:03:00
Case1497,Submit Request,2025-11-06 13:51:00
Case1498,Submit Request,2025-11-04 15:27:00
Case1498,Submit Request,2025-11-05 14:12:00
Case1498,Quality Check,2025-11-05 21:59:00
Case1499,Quality Check,2025-11-05 19:45:00
Case1499,Submit Request,2025-11-07 07:15:00
Case1499,Quality Check,2025-11-07 00:28:00
Case1500,Quality Check,2025-11-06 20:34:00
Case1500,Submit Request,2025-11-06 13:47:00
Case1500,Quality Check,2025-11-04 19:57:00
Case1501,Quality Check,2025-11-05 06:33:00
Case1501,Quality Check,2025-11-07 07:05:00
Case1501,Quality Check,2025-11-04 22:05:00
Case1502,Quality Check,2025-11-04 12:17:00
Case1502,Quality Check,2025-11-05 17:30:00
Case1502,Submit Request,2025-11-05 06:21:00
Case1503,Quality Check,2025-11-06 01:24:00
Case1503,Quality Check,2025-11-07 01:33:00
Case1503,Quality Check,2025-11-06 01:06:00
Case1504,Quality Check,2025-11-04 16:33:00
Case1504,Quality Check,2025-11-05 10:18:00
Case1504,Quality Check,2025-11-04 23:31:00
Case1505,Quality Check,2025-11-05 08:54:00
Case1505,Quality Check,2025-11-04 13:38:00
Case1505,Quality Check,2025-11-04 11:04:00
Case1506,Submit Request,2025-11-04 15:37:00
Case1506,Submit Request,2025-11-05 14:10:00
Case1506,Submit Request,2025-11-05 02:06:00
Case1507,Quality Check,2025-11-07 03:48:00
Case1507,Submit Request,2025-11-05 01:58:00
Case1507,Quality Check,2025-11-04 15:10:00
Case1508,Submit Request,2025-11-05 04:56:00
Case1508,Quality Check,2025-11-05 15:59:00
Case1508,Submit Request,2025-11-06 04:08:00
Case1509,Quality Check,2025-11-04 01:31:00
Case1509,Submit Request,2025-11-04 03:29:00
Case1509,Submit Request,2025-11-04 22:48:00
Case1510,Quality Check,2025-11-06 07:12:00
Case1510,Quality Check,2025-11-07 05:06:00
Case1510,Submit Request,2025-11-06 03:08:00
Case1511,Quality Check,2025-11-07 02:33:00
Case1511,Submit Request,2025-11-05 22:01:00
Case1511,Quality Check,2025-11-06 07:20:00
Case1512,Submit Request,2025-11-04 08:31:00
Case1512,Submit Request,2025-11-04 10:18:00
Case1512,Quality Check,2025-11-05 15:13:00
Case1513,Quality Check,2025-11-06 17:35:00
Case1513,Submit Request,2025-11-05 09:46:00
Case1513,Quality Check,2025-11-05 18:39:00
Case1514,Submit Request,2025-11-05 12:57:00
Case1514,Submit Request,2025-11-04 18:13:00
Case1514,Quality Check,2025-11-05 10:37:00
Case1515,Quality Check,2025-11-04 15:26:00
Case1515,Quality Check,2025-11-06 22:47:00
Case1515,Submit Request,2025-11-05 06:23:00
Case1516,Quality Check,2025-11-04 21:52:00
Case1516,Submit Request,2025-11-04 22:54:00
Case1516,Submit Request,2025-11-04 21:57:00
Case1517,Quality Check,2025-11-05 07:46:00
Case1517,Quality Check,2025-11-07 11:15:00
Case1517,Quality Check,2025-11-04 22:40:00
Case1518,Quality Check,2025-11-04 06:16:00
Case1518,Quality Check,2025-11-06 23:40:00
Case1518,Submit Request,2025-11-06 02:00:00
Case1519,Quality Check,2025-11-05 05:04:00
Case1519,Submit Request,2025-11-06 14:26:00
Case1519,Submit Request,2025-11-06 21:34:00
Case1520,Quality Check,2025-11-05 23:11:00
Case1520,Quality Check,2025-11-04 21:09:00
Case1520,Quality Check,2025-11-05 15:02:00
Case1521,Quality Check,2025-11-05 13:57:00
Case1521,Quality Check,2025-11-05 18:37:00
Case1521,Quality Check,2025-11-06 12:17:00
Case1522,Quality Check,2025-11-06 08:44:00
Case1522,Submit Request,2025-11-04 08:39:00
Case1522,Quality Check,2025-11-06 12:51:00
Case1523,Quality Check,2025-11-04 05:07:00
Case1523,Quality Check,2025-11-04 07:25:00
Case1523,Quality Check,2025-11-07 09:32:00
Case1524,Quality Check,2025-11-06 11:04:00
Case1524,Quality Check,2025-11-07 11:07:00
Case1524,Quality Check,2025-11-04 19:28:00
Case1525,Submit Request,2025-11-04 12:41:00
Case1525,Quality Check,2025-11-05 06:08:00
Case1525,Quality Check,2025-11-06 04:12:00
Case1526,Quality Check,2025-11-07 05:01:00
Case1526,Submit Request,2025-11-05 05:45:00
Case1526,Quality Check,2025-11-04 01:46:00
Case1527,Quality Check,2025-11-05 20:21:00
Case1527,Quality Check,2025-11-05 18:18:00
Case1527,Quality Check,2025-11-05 21:23:00
Case1528,Submit Request,2025-11-04 04:29:00
Case1528,Submit Request,2025-11-05 05:18:00
Case1528,Quality Check,2025-11-04 20:55:00
Case1529,Submit Request,2025-11-07 06:01:00
Case1529,Quality Check,2025-11-04 07:53:00
Case1529,Submit Request,2025-11-04 02:09:00
Case1530,Quality Check,2025-11-05 02:56:00
Case1530,Quality Check,2025-11-07 03:02:00
Case1530,Quality Check,2025-11-06 20:58:00
Case1531,Submit Request,2025-11-05 06:48:00
Case1531,Quality Check,2025-11-06 11:33:00
Case1531,Quality Check,2025-11-04 22:23:00
Case1532,Quality Check,2025-11-06 13:34:00
Case1532,Quality Check,2025-11-05 18:26:00
Case1532,Quality Check,2025-11-06 05:34:00
Case1533,Quality Check,2025-11-04 17:11:00
Case1533,Quality Check,2025-11-05 12:30:00
Case1533,Quality Check,2025-11-04 05:16:00
Case1534,Quality Check,2025-11-07 02:42:00
Case1534,Quality Check,2025-11-06 03:02:00
Case1534,Quality Check,2025-11-05 17:41:00
Case1535,Quality Check,2025-11-06 12:52:00
Case1535,Quality Check,2025-11-06 18:58:00
Case1535,Quality Check,2025-11-06 12:46:00
Case1536,Submit Request,2025-11-06 01:35:00
Case1536,Submit Request,2025-11-06 05:47:00
Case1536,Quality Check,2025-11-04 16:18:00
Case1537,Submit Request,2025-11-07 03:47:00
Case1537,Submit Request,2025-11-07 07:22:00
Case1537,Quality Check,2025-11-06 00:24:00
Case1538,Quality Check,2025-11-05 17:43:00
Case1538,Quality Check,2025-11-06 13:11:00
Case1538,Quality Check,2025-11-06 13:31:00
Case1539,Quality Check,2025-11-05 08:05:00
Case1539,Submit Request,2025-11-04 12:56:00
Case1539,Quality Check,2025-11-07 09:56:00
Case1540,Quality Check,2025-11-06 11:11:00
Case1540,Submit Request,2025-11-04 19:35:00
Case1540,Submit Request,2025-11-04 15:21:00
Case1541,Quality Check,2025-11-06 21:23:00
Case1541,Submit Request,2025-11-05 01:03:00
Case1541,Submit Request,2025-11-06 14:31:00
Case1542,Quality Check,2025-11-06 17:27:00
Case1542,Submit Request,2025-11-06 15:12:00
Case1542,Submit Request,2025-11-07 01:26:00
Case1543,Quality Check,2025-11-06 02:49:00
Case1543,Quality Check,2025-11-04 22:55:00
Case1543,Submit Request,2025-11-05 23:11:00
Case1544,Submit Request,2025-11-04 23:16:00
Case1544,Quality Check,2025-11-07 02:57:00
Case1544,Submit Request,2025-11-04 12:48:00
Case1545,Submit Request,2025-11-07 01:06:00
Case1545,Submit Request,2025-11-06 07:11:00
Case1545,Quality Check,2025-11-06 14:18:00
Case1546,Submit Request,2025-11-04 12:14:00
Case1546,Quality Check,2025-11-06 01:52:00
Case1546,Quality Check,2025-11-07 08:13:00
Case1547,Quality Check,2025-11-04 00:00:00
Case1547,Quality Check,2025-11-07 01:12:00
Case1547,Quality Check,2025-11-05 14:51:00
Case1548,Submit Request,2025-11-06 14:20:00
Case1548,Submit Request,2025-11-04 16:24:00
Case1548,Quality Check,2025-11-04 04:42:00
Case1549,Quality Check,2025-11-04 12:42:00
Case1549,Submit Request,2025-11-07 07:19:00
Case1549,Quality Check,2025-11-05 04:38:00
Case1550,Submit Request,2025-11-05 02:29:00
Case1550,Submit Request,2025-11-06 22:21:00
Case1550,Quality Check,2025-11-05 06:26:00
Case1551,Submit Request,2025-11-05 22:48:00
Case1551,Quality Check,2025-11-05 17:50:00
Case1551,Submit Request,2025-11-06 10:29:00
Case1552,Quality Check,2025-11-05 08:29:00
Case1552,Submit Request,2025-11-04 04:52:00
Case1552,Quality Check,2025-11-05 18:35:00
Case1553,Submit Request,2025-11-06 14:24:00
Case1553,Quality Check,2025-11-06 15:33:00
Case1553,Quality Check,2025-11-05 19:12:00
Case1554,Submit Request,2025-11-04 05:57:00
Case1554,Submit Request,2025-11-04 12:07:00
Case1554,Submit Request,2025-11-04 19:32:00
Case1555,Submit Request,2025-11-04 02:10:00
Case1555,Quality Check,2025-11-04 03:49:00
Case1555,Quality Check,2025-11-07 04:51:00
Case1556,Quality Check,2025-11-07 03:53:00
Case1556,Submit Request,2025-11-05 12:21:00
Case1556,Submit Request,2025-11-05 17:13:00
Case1557,Submit Request,2025-11-07 10:04:00
Case1557,Quality Check,2025-11-06 23:26:00
Case1557,Quality Check,2025-11-06 19:38:00
Case1558,Submit Request,2025-11-04 19:52:00
Case1558,Quality Check,2025-11-07 02:45:00
Case1558,Quality Check,2025-11-05 07:35:00
Case1559,Quality Check,2025-11-05 08:45:00
Case1559,Quality Check,2025-11-05 19:13:00
Case1559,Quality Check,2025-11-06 07:00:00
Case1560,Submit Request,2025-11-06 20:30:00
Case1560,Quality Check,2025-11-04 22:02:00
Case1560,Quality Check,2025-11-05 07:01:00
Case1561,Submit Request,2025-11-06 08:00:00
Case1561,Submit Request,2025-11-05 16:19:00
Case1561,Quality Check,2025-11-05 17:30:00
Case1562,Quality Check,2025-11-04 01:44:00
Case1562,Quality Check,2025-11-04 12:38:00
Case1562,Quality Check,2025-11-06 01:18:00
Case1563,Quality Check,2025-11-07 00:59:00
Case1563,Submit Request,2025-11-05 15:47:00
Case1563,Quality Check,2025-11-06 04:43:00
Case1564,Quality Check,2025-11-06 10:25:00
Case1564,Quality Check,2025-11-05 16:52:00
Case1564,Quality Check,2025-11-05 12:26:00
Case1565,Quality Check,2025-11-07 07:27:00
Case1565,Quality Check,2025-11-04 19:36:00
Case1565,Quality Check,2025-11-06 09:43:00
Case1566,Submit Request,2025-11-07 00:39:00
Case1566,Submit Request,2025-11-05 11:53:00
Case1566,Quality Check,2025-11-06 01:33:00
Case1567,Submit Request,2025-11-05 16:10:00
Case1567,Quality Check,2025-11-04 08:26:00
Case1567,Quality Check,2025-11-04 19:30:00
Case1568,Quality Check,2025-11-04 21:58:00
Case1568,Quality Check,2025-11-06 01:03:00
Case1568,Quality Check,2025-11-04 10:44:00
Case1569,Submit Request,2025-11-06 12:29:00
Case1569,Quality Check,2025-11-06 06:53:00
Case1569,Quality Check,2025-11-05 02:39:00
Case1570,Quality Check,2025-11-06 10:17:00
Case1570,Submit Request,2025-11-07 02:14:00
Case1570,Quality Check,2025-11-05 17:02:00
Case1571,Quality Check,2025-11-05 09:43:00
Case1571,Quality Check,2025-11-05 10:07:00
Case1571,Quality Check,2025-11-04 13:23:00
Case1572,Submit Request,2025-11-06 20:54:00
Case1572,Quality Check,2025-11-06 11:39:00
Case1572,Quality Check,2025-11-04 12:07:00
Case1573,Quality Check,2025-11-06 04:35:00
Case1573,Submit Request,2025-11-04 22:12:00
Case1573,Quality Check,2025-11-04 01:54:00
Case1574,Submit Request,2025-11-05 16:44:00
Case1574,Submit Request,2025-11-04 10:37:00
Case1574,Quality Check,2025-11-04 11:04:00
Case1575,Quality Check,2025-11-04 17:41:00
Case1575,Submit Request,2025-11-06 01:42:00
Case1575,Quality Check,2025-11-04 17:41:00
Case1576,Quality Check,2025-11-05 03:38:00
Case1576,Quality Check,2025-11-06 19:44:00
Case1576,Quality Check,2025-11-04 10:06:00
Case1577,Submit Request,2025-11-04 08:20:00
Case1577,Submit Request,2025-11-06 21:59:00
Case1577,Submit Request,2025-11-06 05:40:00
Case1578,Quality Check,2025-11-05 02:07:00
Case1578,Quality Check,2025-11-04 15:15:00
Case1578,Submit Request,2025-11-06 10:53:00
Case1579,Submit Request,2025-11-05 11:32:00
Case1579,Submit Request,2025-11-06 06:47:00
Case1579,Quality Check,2025-11-04 15:09:00
Case1580,Submit Request,2025-11-06 17:19:00
Case1580,Submit Request,2025-11-05 20:27:00
Case1580,Submit Request,2025-11-05 15:57:00
Case1581,Quality Check,2025-11-07 02:32:00
Case1581,Quality Check,2025-11-04 04:03:00
Case1581,Quality Check,2025-11-05 15:18:00
Case1582,Quality Check,2025-11-07 10:48:00
Case1582,Quality Check,2025-11-04 19:09:00
Case1582,Submit Request,2025-11-04 11:52:00
Case1583,Quality Check,2025-11-06 15:58:00
Case1583,Submit Request,2025-11-05 14:42:00
Case1583,Submit Request,2025-11-05 03:51:00
Case1584,Quality Check,2025-11-04 13:24:00
Case1584,Submit Request,2025-11-05 23:19:00
Case1584,Submit Request,2025-11-07 06:48:00
Case1585,Quality Check,2025-11-04 21:13:00
Case1585,Submit Request,2025-11-07 02:56:00
Case1585,Submit Request,2025-11-04 13:01:00
Case1586,Submit Request,2025-11-07 02:54:00
Case1586,Quality Check,2025-11-04 19:41:00
Case1586,Quality Check,2025-11-04 00:22:00
Case1587,Quality Check,2025-11-06 03:48:00
Case1587,Submit Request,2025-11-07 07:05:00
Case1587,Quality Check,2025-11-06 07:14:00
Case1588,Quality Check,2025-11-04 14:08:00
Case1588,Submit Request,2025-11-06 05:56:00
Case1588,Submit Request,2025-11-05 09:40:00
Case1589,Quality Check,2025-11-06 00:50:00
Case1589,Submit Request,2025-11-06 23:18:00
Case1589,Quality Check,2025-11-06 05:20:00
Case1590,Quality Check,2025-11-06 03:28:00
Case1590,Quality Check,2025-11-04 06:38:00
Case1590,Quality Check,2025-11-05 10:35:00
Case1591,Submit Request,2025-11-04 19:15:00
Case1591,Quality Check,2025-11-05 16:50:00
Case1591,Quality Check,2025-11-06 13:04:00
Case1592,Submit Request,2025-11-05 19:47:00
Case1592,Submit Request,2025-11-06 10:03:00
Case1592,Submit Request,2025-11-05 11:35:00
Case1593,Submit Request,2025-11-04 11:07:00
Case1593,Quality Check,2025-11-05 02:44:00
Case1593,Submit Request,2025-11-04 11:39:00
Case1594,Submit Request,2025-11-04 15:59:00
Case1594,Submit Request,2025-11-07 03:42:00
Case1594,Submit Request,2025-11-05 03:45:00
